cost_function, budget_percentage, budget, algorithm, seed_count, seed_cost, baseline_influenced_nodes, baseline_influence_percentage, edge_removal_percentage, repetition, removed_edges, perturbed_influenced_nodes, perturbed_influence_percentage, delta_influence, retention_percentage, perturbed_rounds
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     1.0,         12,           882,                       4015,            99.40579351324585  , 3              ,  100.07477567298106 ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     1.0,         12,           882,                       3963,            98.11834612527853  , 0              ,  100.0              ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         12,           882,                       3433,            84.99628620945778  , -606           ,   84.99628620945778 ,               50
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     1.0,         12,           882,                        158,             3.911859371131468 , 0              ,  100.0              ,                5
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     1.0,         12,           882,                        211,             5.224065362713543 , 0              ,  100.0              ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     1.0,         12,           882,                        555,            13.74102500618965  , 0              ,  100.0              ,               16
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     1.0,         12,           882,                        368,             9.111166130230256 , 0              ,  100.0              ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     1.0,         12,           882,                        264,             6.536271354295618 , 0              ,  100.0              ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     1.0,         12,           882,                        882,            21.837088388214905 , -17            ,   98.10901001112346 ,               16
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     1.0,         12,           882,                        480,            11.884129735082942 , 0              ,  100.0              ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     1.0,         12,           882,                        412,            10.200544689279525 , 0              ,  100.0              ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     1.0,         12,           882,                       1410,            34.90963109680614  , -1             ,   99.92912827781714 ,               16
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     1.0,         12,           882,                        651,            16.11785095320624  , 1              ,  100.15384615384615 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     1.0,         12,           882,                        617,            15.276058430304532 , 0              ,  100.0              ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     1.0,         12,           882,                       2384,            59.024511017578604 , -21            ,   99.12681912681913 ,               27
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     1.0,         12,           882,                       1856,            45.951968308987375 , 3              ,  100.1618996222342  ,                9
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     1.0,         12,           882,                       1081,            26.764050507551374 , 0              ,  100.0              ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     1.0,         12,           882,                       3264,            80.812082198564    , -203           ,   94.14479376982983 ,               35
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     1.0,         13,           882,                        292,             7.22951225550879  , -1             ,   99.65870307167235 ,                3
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     1.0,         13,           882,                        223,             5.521168606090616 , -1             ,   99.55357142857143 ,                3
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     1.0,         13,           882,                        559,            13.840059420648675 , -29            ,   95.06802721088435 ,               12
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     1.0,         13,           882,                        408,            10.1015102748205   , -1             ,   99.75550122249389 ,                3
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     1.0,         13,           882,                        366,             9.061648923000742 , 0              ,  100.0              ,                3
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     1.0,         13,           882,                        836,            20.698192621936123 , -46            ,   94.7845804988662  ,               10
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     1.0,         13,           882,                       1352,            33.473632087150285 , -2             ,   99.85228951255539 ,               14
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     1.0,         13,           882,                       1549,            38.351076999257245 , -4             ,   99.74243399871216 ,               28
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     1.0,         13,           882,                       1675,            41.470661054716516 , -844           ,   66.4946407304486  ,               21
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     1.0,         13,           882,                       2872,            71.1067095815796   , -11            ,   99.61845300034686 ,               12
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     1.0,         13,           882,                       3096,            76.65263679128496  , 1              ,  100.03231017770598 ,               18
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         13,           882,                       3140,            77.74201535033424  , -899           ,   77.74201535033424 ,               46
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     1.0,         13,           882,                       4013,            99.35627630601634  , 1              ,  100.02492522432702 ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     1.0,         13,           882,                       3963,            98.11834612527853  , 0              ,  100.0              ,                4
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         13,           882,                       3140,            77.74201535033424  , -899           ,   77.74201535033424 ,               46
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     1.0,         13,           882,                        160,             3.9613765783609804, 2              ,  101.26582278481013 ,                6
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     1.0,         13,           882,                        211,             5.224065362713543 , 0              ,  100.0              ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     1.0,         13,           882,                        555,            13.74102500618965  , 0              ,  100.0              ,               14
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     1.0,         13,           882,                        369,             9.13592473384501  , 1              ,  100.2717391304348  ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     1.0,         13,           882,                        264,             6.536271354295618 , 0              ,  100.0              ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     1.0,         13,           882,                        884,            21.886605595444415 , -15            ,   98.33147942157953 ,               14
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     1.0,         13,           882,                        481,            11.908888338697697 , 1              ,  100.20833333333334 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     1.0,         13,           882,                        412,            10.200544689279525 , 0              ,  100.0              ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     1.0,         13,           882,                       1411,            34.9343897004209   , 0              ,  100.0              ,               14
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     1.0,         13,           882,                        651,            16.11785095320624  , 1              ,  100.15384615384615 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     1.0,         13,           882,                        617,            15.276058430304532 , 0              ,  100.0              ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     1.0,         13,           882,                       2272,            56.25154741272592  , -133           ,   94.46985446985448 ,               19
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     1.0,         13,           882,                       1857,            45.97672691260213  , 4              ,  100.21586616297895 ,                9
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     1.0,         13,           882,                       1081,            26.764050507551374 , 0              ,  100.0              ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     1.0,         13,           882,                       3211,            79.49987620698192  , -256           ,   92.61609460628786 ,               35
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     1.0,         14,           882,                        293,             7.254270859123546 , 0              ,  100.0              ,                3
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     1.0,         14,           882,                        226,             5.5954444169348845, 2              ,  100.89285714285714 ,                3
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     1.0,         14,           882,                        533,            13.196335726665016 , -55            ,   90.64625850340136 ,                9
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     1.0,         14,           882,                        409,            10.126268878435257 , 0              ,  100.0              ,                3
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     1.0,         14,           882,                        366,             9.061648923000742 , 0              ,  100.0              ,                3
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     1.0,         14,           882,                        826,            20.45060658578856  , -56            ,   93.65079365079364 ,               10
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     1.0,         14,           882,                       1352,            33.473632087150285 , -2             ,   99.85228951255539 ,               14
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     1.0,         14,           882,                       1361,            33.69645951968309  , -192           ,   87.63683193818416 ,               29
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     1.0,         14,           882,                       2139,            52.95865313196336  , -380           ,   84.91464867010718 ,               53
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     1.0,         14,           882,                       2879,            71.28001980688289  , -4             ,   99.86125563648976 ,               14
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     1.0,         14,           882,                       3094,            76.60311958405546  , -1             ,   99.96768982229402 ,               19
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         14,           882,                       3491,            86.43228521911365  , -548           ,   86.43228521911365 ,               42
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     1.0,         14,           882,                       4017,            99.45531072047537  , 5              ,  100.12462612163509 ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     1.0,         14,           882,                       3963,            98.11834612527853  , 0              ,  100.0              ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         14,           882,                       3491,            86.43228521911365  , -548           ,   86.43228521911365 ,               42
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     1.0,         14,           882,                        159,             3.9366179747462247, 1              ,  100.63291139240506 ,                6
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     1.0,         14,           882,                        211,             5.224065362713543 , 0              ,  100.0              ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     1.0,         14,           882,                        554,            13.716266402574895 , -1             ,   99.81981981981983 ,               13
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     1.0,         14,           882,                        367,             9.086407526615499 , -1             ,   99.72826086956522 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     1.0,         14,           882,                        265,             6.561029957910374 , 1              ,  100.37878787878789 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     1.0,         14,           882,                        882,            21.837088388214905 , -17            ,   98.10901001112346 ,               13
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     1.0,         14,           882,                        479,            11.859371131468185 , -1             ,   99.79166666666667 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     1.0,         14,           882,                        413,            10.22530329289428  , 1              ,  100.24271844660196 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     1.0,         14,           882,                       1411,            34.9343897004209   , 0              ,  100.0              ,               13
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     1.0,         14,           882,                        650,            16.093092349591483 , 0              ,  100.0              ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     1.0,         14,           882,                        619,            15.325575637534042 , 2              ,  100.32414910858995 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     1.0,         14,           882,                       2298,            56.89527110670958  , -107           ,   95.55093555093556 ,               18
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     1.0,         14,           882,                       1856,            45.951968308987375 , 3              ,  100.1618996222342  ,               10
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     1.0,         14,           882,                       1082,            26.788809111166128 , 1              ,  100.09250693802034 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     1.0,         14,           882,                       3298,            81.65387472146571  , -169           ,   95.12546870493222 ,               31
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     1.0,         15,           882,                        298,             7.3780638771973255, 5              ,  101.70648464163823 ,                2
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     1.0,         15,           882,                        225,             5.570685813320129 , 1              ,  100.44642857142858 ,                2
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     1.0,         15,           882,                        579,            14.335231492943798 , -9             ,   98.46938775510205 ,               13
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     1.0,         15,           882,                        414,            10.250061896509036 , 5              ,  101.22249388753055 ,                3
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     1.0,         15,           882,                        371,             9.185441941074524 , 5              ,  101.36612021857923 ,                2
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     1.0,         15,           882,                        861,            21.317157712305026 , -21            ,   97.61904761904762 ,               13
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     1.0,         15,           882,                       1358,            33.62218370883882  , 4              ,  100.29542097488921 ,               14
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     1.0,         15,           882,                       1560,            38.62342163901956  , 7              ,  100.45074050225371 ,               27
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     1.0,         15,           882,                       2150,            53.230997771725676 , -369           ,   85.3513298928146  ,               46
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     1.0,         15,           882,                       2823,            69.89353800445654  , -60            ,   97.9188345473465  ,               10
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     1.0,         15,           882,                       3102,            76.8011884129735   , 7              ,  100.22617124394185 ,               19
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         15,           882,                       3853,            95.39489972765536  , -186           ,   95.39489972765536 ,               46
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     1.0,         15,           882,                       4015,            99.40579351324585  , 3              ,  100.07477567298106 ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     1.0,         15,           882,                       3963,            98.11834612527853  , 0              ,  100.0              ,                4
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         15,           882,                       3853,            95.39489972765536  , -186           ,   95.39489972765536 ,               46
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     1.0,         15,           882,                        164,             4.060410992820005 , 6              ,  103.79746835443038 ,                6
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     1.0,         15,           882,                        212,             5.248823966328299 , 1              ,  100.4739336492891  ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     1.0,         15,           882,                        554,            13.716266402574895 , -1             ,   99.81981981981983 ,               15
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     1.0,         15,           882,                        369,             9.13592473384501  , 1              ,  100.2717391304348  ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     1.0,         15,           882,                        265,             6.561029957910374 , 1              ,  100.37878787878789 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     1.0,         15,           882,                        880,            21.787571180985392 , -19            ,   97.8865406006674  ,               15
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     1.0,         15,           882,                        481,            11.908888338697697 , 1              ,  100.20833333333334 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     1.0,         15,           882,                        413,            10.22530329289428  , 1              ,  100.24271844660196 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     1.0,         15,           882,                       1411,            34.9343897004209   , 0              ,  100.0              ,               15
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     1.0,         15,           882,                        651,            16.11785095320624  , 1              ,  100.15384615384615 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     1.0,         15,           882,                        618,            15.300817033919287 , 1              ,  100.16207455429497 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     1.0,         15,           882,                       2276,            56.35058182718494  , -129           ,   94.63617463617464 ,               28
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     1.0,         15,           882,                       1854,            45.90245110175786  , 1              ,  100.05396654074474 ,                7
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     1.0,         15,           882,                       1083,            26.813567714780884 , 2              ,  100.18501387604071 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     1.0,         15,           882,                       3204,            79.32656598167863  , -263           ,   92.41419094317854 ,               27
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     1.0,         16,           882,                        293,             7.254270859123546 , 0              ,  100.0              ,                2
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     1.0,         16,           882,                        225,             5.570685813320129 , 1              ,  100.44642857142858 ,                2
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     1.0,         16,           882,                        550,            13.617231988115872 , -38            ,   93.5374149659864  ,               13
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     1.0,         16,           882,                        409,            10.126268878435257 , 0              ,  100.0              ,                3
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     1.0,         16,           882,                        368,             9.111166130230256 , 2              ,  100.5464480874317  ,                2
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     1.0,         16,           882,                        825,            20.425847982173806 , -57            ,   93.5374149659864  ,               13
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     1.0,         16,           882,                       1356,            33.57266650160931  , 2              ,  100.14771048744461 ,               14
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     1.0,         16,           882,                       1556,            38.524387224560535 , 3              ,  100.19317450096588 ,               27
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     1.0,         16,           882,                       2000,            49.51720722951226  , -519           ,   79.3965859468043  ,               39
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     1.0,         16,           882,                       2872,            71.1067095815796   , -11            ,   99.61845300034686 ,               14
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     1.0,         16,           882,                       3076,            76.15746471898986  , -19            ,   99.38610662358643 ,               18
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         16,           882,                       3426,            84.8229759841545   , -613           ,   84.8229759841545  ,               38
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                     1.0,         16,           882,                       4012,            99.33151770240158  , 0              ,  100.0              ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                     1.0,         16,           882,                       3963,            98.11834612527853  , 0              ,  100.0              ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         16,           882,                       3426,            84.8229759841545   , -613           ,   84.8229759841545  ,               38
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                     1.0,         16,           882,                        165,             4.085169596434761 , 7              ,  104.43037974683544 ,                5
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                     1.0,         16,           882,                        211,             5.224065362713543 , 0              ,  100.0              ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                     1.0,         16,           882,                        555,            13.74102500618965  , 0              ,  100.0              ,               14
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                     1.0,         16,           882,                        368,             9.111166130230256 , 0              ,  100.0              ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                     1.0,         16,           882,                        264,             6.536271354295618 , 0              ,  100.0              ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                     1.0,         16,           882,                        893,            22.10943302797722  , -6             ,   99.33259176863181 ,               14
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                     1.0,         16,           882,                        480,            11.884129735082942 , 0              ,  100.0              ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                     1.0,         16,           882,                        412,            10.200544689279525 , 0              ,  100.0              ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                     1.0,         16,           882,                       1396,            34.56301064619956  , -15            ,   98.93692416725727 ,               14
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                     1.0,         16,           882,                        653,            16.167368160435753 , 3              ,  100.46153846153847 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                     1.0,         16,           882,                        618,            15.300817033919287 , 1              ,  100.16207455429497 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                     1.0,         16,           882,                       2371,            58.702649170586774 , -34            ,   98.58627858627858 ,               27
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                     1.0,         16,           882,                       1854,            45.90245110175786  , 1              ,  100.05396654074474 ,                7
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                     1.0,         16,           882,                       1082,            26.788809111166128 , 1              ,  100.09250693802034 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                     1.0,         16,           882,                       3467,            85.83807873235949  , 0              ,  100.0              ,               35
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                     1.0,         17,           882,                        304,             7.526615498885862 , 11             ,  103.75426621160409 ,                4
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                     1.0,         17,           882,                        231,             5.719237435008666 , 7              ,  103.125            ,                4
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                     1.0,         17,           882,                        587,            14.533300321861848 , -1             ,   99.82993197278913 ,               13
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                     1.0,         17,           882,                        421,            10.42337212181233  , 12             ,  102.93398533007334 ,                4
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                     1.0,         17,           882,                        377,             9.33399356276306  , 11             ,  103.00546448087431 ,                4
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                     1.0,         17,           882,                        869,            21.515226541223075 , -13            ,   98.52607709750568 ,               13
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                     1.0,         17,           882,                       1369,            33.89452834860114  , 15             ,  101.10782865583457 ,               14
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                     1.0,         17,           882,                       1561,            38.64818024263432  , 8              ,  100.51513200257567 ,               28
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                     1.0,         17,           882,                       2054,            50.854171824709084 , -465           ,   81.540293767368   ,               55
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                     1.0,         17,           882,                       2969,            73.50829413221093  , 86             ,  102.98300381546998 ,               17
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                     1.0,         17,           882,                       3104,            76.85070562020302  , 9              ,  100.2907915993538  ,               17
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                     1.0,         17,           882,                       3015,            74.64718989848973  , -1024          ,   74.64718989848973 ,               38
