cost_function, budget_percentage, budget, algorithm, seed_count, seed_cost, baseline_influenced_nodes, baseline_influence_percentage, edge_removal_percentage, repetition, removed_edges, perturbed_influenced_nodes, perturbed_influence_percentage, delta_influence, retention_percentage, perturbed_rounds
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                    20.0,         12,         17646,                        801,            19.831641495419657 , -81            ,   90.81632653061224 ,               11
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                    20.0,         12,         17646,                       1378,            34.117355781133945 , 24             ,  101.7725258493353  ,               13
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                    20.0,         12,         17646,                       1432,            35.45432037633077  , -121           ,   92.20862846104313 ,               17
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                    20.0,         12,         17646,                       1536,            38.02921515226541  , -983           ,   60.97657800714569 ,               16
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                    20.0,         12,         17646,                       2837,            70.24015845506314  , -46            ,   98.40443981963233 ,               10
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                    20.0,         12,         17646,                       3216,            79.6236692250557   , 121            ,  103.90953150242326 ,               21
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         12,         17646,                       3085,            76.38029215152265  , -954           ,   76.38029215152265 ,               40
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                    20.0,         12,         17646,                       4017,            99.45531072047537  , 5              ,  100.12462612163509 ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                    20.0,         12,         17646,                       4004,            99.13344887348353  , 41             ,  101.03456977037597 ,                8
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         12,         17646,                       3085,            76.38029215152265  , -954           ,   76.38029215152265 ,               40
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                    20.0,         12,         17646,                        196,             4.852686308492201 , 38             ,  124.0506329113924  ,                7
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                    20.0,         12,         17646,                        222,             5.49641000247586  , 11             ,  105.2132701421801  ,                2
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                    20.0,         12,         17646,                        535,            13.245852933894527 , -20            ,   96.3963963963964  ,                5
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                    20.0,         12,         17646,                        385,             9.532062391681109 , 17             ,  104.61956521739131 ,                5
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                    20.0,         12,         17646,                        275,             6.808615994057936 , 11             ,  104.16666666666667 ,                2
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                    20.0,         12,         17646,                        859,            21.267640505075512 , -40            ,   95.55061179087876 ,                9
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                    20.0,         12,         17646,                        497,            12.305025996533796 , 17             ,  103.54166666666667 ,                5
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                    20.0,         12,         17646,                        421,            10.42337212181233  , 9              ,  102.18446601941748 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                    20.0,         12,         17646,                       1384,            34.265907402822485 , -27            ,   98.08646350106306 ,               12
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                    20.0,         12,         17646,                        674,            16.68729883634563  , 24             ,  103.69230769230768 ,                5
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                    20.0,         12,         17646,                        628,            15.548403070066849 , 11             ,  101.78282009724472 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                    20.0,         12,         17646,                       2160,            53.478583807873235 , -245           ,   89.81288981288982 ,               16
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                    20.0,         12,         17646,                       1872,            46.348105966823475 , 19             ,  101.02536427415004 ,                6
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                    20.0,         12,         17646,                       1090,            26.98687794008418  , 9              ,  100.83256244218317 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                    20.0,         12,         17646,                       3389,            83.90690765040851  , -78            ,   97.75021632535334 ,               32
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                    20.0,         13,         17646,                        322,             7.9722703639514725, 29             ,  109.8976109215017  ,                6
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                    20.0,         13,         17646,                        243,             6.016340678385739 , 19             ,  108.48214285714286 ,                4
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                    20.0,         13,         17646,                        547,            13.5429561772716   , -41            ,   93.02721088435374 ,               13
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                    20.0,         13,         17646,                        442,            10.943302797722207 , 33             ,  108.06845965770171 ,                6
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                    20.0,         13,         17646,                        396,             9.804407031443427 , 30             ,  108.19672131147541 ,                6
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                    20.0,         13,         17646,                        802,            19.856400099034417 , -80            ,   90.9297052154195  ,               11
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                    20.0,         13,         17646,                       1372,            33.96880415944541  , 18             ,  101.32939438700149 ,               17
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                    20.0,         13,         17646,                       1557,            38.54914582817529  , 4              ,  100.25756600128784 ,               23
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                    20.0,         13,         17646,                       1598,            39.56424857638029  , -921           ,   63.43787217149662 ,               18
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                    20.0,         13,         17646,                       2883,            71.37905422134192  , 0              ,  100.0              ,               10
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                    20.0,         13,         17646,                       3096,            76.65263679128496  , 1              ,  100.03231017770598 ,               15
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         13,         17646,                       2835,            70.19064124783363  , -1204          ,   70.19064124783363 ,               32
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                    20.0,         13,         17646,                       4020,            99.52958653131964  , 8              ,  100.19940179461615 ,                5
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                    20.0,         13,         17646,                       3974,            98.39069076504086  , 11             ,  100.27756749936916 ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         13,         17646,                       2835,            70.19064124783363  , -1204          ,   70.19064124783363 ,               32
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                    20.0,         13,         17646,                        204,             5.05075513741025  , 46             ,  129.1139240506329  ,                5
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                    20.0,         13,         17646,                        225,             5.570685813320129 , 14             ,  106.63507109004739 ,                2
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                    20.0,         13,         17646,                        542,            13.419163159197822 , -13            ,   97.65765765765767 ,               14
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                    20.0,         13,         17646,                        390,             9.65585540975489  , 22             ,  105.9782608695652  ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                    20.0,         13,         17646,                        279,             6.907650408516959 , 15             ,  105.68181818181819 ,                2
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                    20.0,         13,         17646,                        865,            21.41619212676405  , -34            ,   96.21802002224695 ,               14
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                    20.0,         13,         17646,                        505,            12.503094825451843 , 25             ,  105.20833333333333 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                    20.0,         13,         17646,                        425,            10.522406536271355 , 13             ,  103.15533980582525 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                    20.0,         13,         17646,                       1353,            33.49839069076504  , -58            ,   95.88944011339476 ,               14
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                    20.0,         13,         17646,                        679,            16.81109185441941  , 29             ,  104.46153846153847 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                    20.0,         13,         17646,                        626,            15.498885862837335 , 9              ,  101.45867098865477 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                    20.0,         13,         17646,                       2226,            55.11265164644714  , -179           ,   92.55717255717256 ,               25
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                    20.0,         13,         17646,                       1878,            46.49665758851201  , 25             ,  101.34916351861844 ,                6
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                    20.0,         13,         17646,                       1086,            26.887843525625154 , 5              ,  100.46253469010176 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                    20.0,         13,         17646,                       3140,            77.74201535033424  , -327           ,   90.5682145947505  ,               32
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                    20.0,         14,         17646,                        343,             8.492201039861353 , 50             ,  117.06484641638227 ,                5
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                    20.0,         14,         17646,                        259,             6.412478336221837 , 35             ,  115.625            ,                5
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                    20.0,         14,         17646,                        544,            13.468680366427332 , -44            ,   92.51700680272108 ,                9
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                    20.0,         14,         17646,                        465,            11.5127506808616   , 56             ,  113.6919315403423  ,                5
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                    20.0,         14,         17646,                        416,            10.299579103738548 , 50             ,  113.66120218579235 ,                5
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                    20.0,         14,         17646,                        824,            20.40108937855905  , -58            ,   93.42403628117914 ,                9
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                    20.0,         14,         17646,                       1394,            34.513493438970045 , 40             ,  102.95420974889218 ,               17
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                    20.0,         14,         17646,                       1579,            39.093835107699924 , 26             ,  101.6741790083709  ,               20
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                    20.0,         14,         17646,                       1727,            42.758108442683834 , -792           ,   68.5589519650655  ,               27
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                    20.0,         14,         17646,                       2933,            72.61698440207972  , 50             ,  101.73430454387791 ,               24
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                    20.0,         14,         17646,                       3052,            75.5632582322357   , -43            ,   98.61066235864297 ,               15
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         14,         17646,                       2490,            61.64892300074276  , -1549          ,   61.64892300074276 ,               21
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                    20.0,         14,         17646,                       4017,            99.45531072047537  , 5              ,  100.12462612163509 ,                7
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                    20.0,         14,         17646,                       3984,            98.63827680118843  , 21             ,  100.52990158970476 ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         14,         17646,                       2490,            61.64892300074276  , -1549          ,   61.64892300074276 ,               21
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                    20.0,         14,         17646,                        194,             4.8031691012626885, 36             ,  122.78481012658229 ,                3
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                    20.0,         14,         17646,                        224,             5.545927209705372 , 13             ,  106.1611374407583  ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                    20.0,         14,         17646,                        518,            12.824956672443674 , -37            ,   93.33333333333333 ,                4
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                    20.0,         14,         17646,                        396,             9.804407031443427 , 28             ,  107.6086956521739  ,                5
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                    20.0,         14,         17646,                        278,             6.882891804902204 , 14             ,  105.3030303030303  ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                    20.0,         14,         17646,                        828,            20.500123793018073 , -71            ,   92.1023359288098  ,                6
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                    20.0,         14,         17646,                        509,            12.60212923991087  , 29             ,  106.04166666666666 ,                5
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                    20.0,         14,         17646,                        422,            10.448130725427086 , 10             ,  102.42718446601941 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                    20.0,         14,         17646,                       1350,            33.42411487992077  , -61            ,   95.67682494684621 ,                8
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                    20.0,         14,         17646,                        688,            17.033919286952216 , 38             ,  105.84615384615385 ,                5
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                    20.0,         14,         17646,                        630,            15.597920277296359 , 13             ,  102.10696920583469 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                    20.0,         14,         17646,                       2076,            51.39886110423372  , -329           ,   86.32016632016632 ,               16
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                    20.0,         14,         17646,                       1873,            46.372864570438225 , 20             ,  101.07933081489477 ,                6
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                    20.0,         14,         17646,                       1093,            27.061153750928447 , 12             ,  101.11008325624422 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                    20.0,         14,         17646,                       3246,            80.3664273334984   , -221           ,   93.62561292183443 ,               33
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                    20.0,         15,         17646,                        361,             8.937855904926963 , 68             ,  123.20819112627986 ,                4
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                    20.0,         15,         17646,                        272,             6.734340183213666 , 48             ,  121.42857142857142 ,                4
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                    20.0,         15,         17646,                        544,            13.468680366427332 , -44            ,   92.51700680272108 ,                8
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                    20.0,         15,         17646,                        479,            11.859371131468185 , 70             ,  117.11491442542787 ,                4
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                    20.0,         15,         17646,                        431,            10.670958157959891 , 65             ,  117.75956284153007 ,                4
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                    20.0,         15,         17646,                        818,            20.252537756870513 , -64            ,   92.7437641723356  ,                8
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                    20.0,         15,         17646,                       1420,            35.1572171329537   , 66             ,  104.87444608567209 ,               14
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                    20.0,         15,         17646,                       1611,            39.88611042337212  , 58             ,  103.73470701867353 ,               23
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                    20.0,         15,         17646,                       1902,            47.090864075266154 , -617           ,   75.50615323541088 ,               46
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                    20.0,         15,         17646,                       2887,            71.47808863580094  , 4              ,  100.13874436351023 ,               10
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                    20.0,         15,         17646,                       3135,            77.61822233226046  , 40             ,  101.2924071082391  ,               17
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         15,         17646,                       2942,            72.83981183461253  , -1097          ,   72.83981183461253 ,               42
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                    20.0,         15,         17646,                       4015,            99.40579351324585  , 3              ,  100.07477567298106 ,                5
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                    20.0,         15,         17646,                       3967,            98.21738053973756  , 4              ,  100.10093363613424 ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         15,         17646,                       2942,            72.83981183461253  , -1097          ,   72.83981183461253 ,               42
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                    20.0,         15,         17646,                        210,             5.1993067590987865, 52             ,  132.91139240506328 ,                6
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                    20.0,         15,         17646,                        226,             5.5954444169348845, 15             ,  107.10900473933648 ,                1
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                    20.0,         15,         17646,                        531,            13.146818519435504 , -24            ,   95.67567567567568 ,                6
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                    20.0,         15,         17646,                        395,             9.77964842782867  , 27             ,  107.33695652173914 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                    20.0,         15,         17646,                        276,             6.833374597672691 , 12             ,  104.54545454545455 ,                1
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                    20.0,         15,         17646,                        860,            21.29239910869027  , -39            ,   95.66184649610679 ,                7
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                    20.0,         15,         17646,                        518,            12.824956672443674 , 38             ,  107.91666666666666 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                    20.0,         15,         17646,                        421,            10.42337212181233  , 9              ,  102.18446601941748 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                    20.0,         15,         17646,                       1369,            33.89452834860114  , -42            ,   97.02338766832034 ,                6
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                    20.0,         15,         17646,                        679,            16.81109185441941  , 29             ,  104.46153846153847 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                    20.0,         15,         17646,                        629,            15.573161673681604 , 12             ,  101.94489465153971 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                    20.0,         15,         17646,                       2165,            53.60237682594702  , -240           ,   90.02079002079002 ,               19
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                    20.0,         15,         17646,                       1875,            46.42238177766774  , 22             ,  101.18726389638424 ,                6
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                    20.0,         15,         17646,                       1093,            27.061153750928447 , 12             ,  101.11008325624422 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                    20.0,         15,         17646,                       3110,            76.99925724189156  , -357           ,   89.70291318142486 ,               20
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                    20.0,         16,         17646,                        335,             8.294132210943303 , 42             ,  114.33447098976109 ,                4
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                    20.0,         16,         17646,                        252,             6.239168110918544 , 28             ,  112.5              ,                4
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                    20.0,         16,         17646,                        523,            12.948749690517456 , -65            ,   88.94557823129252 ,                9
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                    20.0,         16,         17646,                        450,            11.141371626640257 , 41             ,  110.02444987775061 ,                4
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                    20.0,         16,         17646,                        404,            10.002475860361477 , 38             ,  110.38251366120218 ,                4
Random       ,               2.0,    440, CGG      ,        285,       440,                       882,            21.837088388214905,                    20.0,         16,         17646,                        787,            19.485021044813074 , -95            ,   89.22902494331065 ,               11
Random       ,               5.0,   1100, CSG-f1   ,        487,      1099,                      1354,            33.52314929437979 ,                    20.0,         16,         17646,                       1410,            34.90963109680614  , 56             ,  104.13589364844904 ,               17
Random       ,               5.0,   1100, CSG-f2   ,        533,      1099,                      1553,            38.450111413716265,                    20.0,         16,         17646,                       1392,            34.46397623174053  , -161           ,   89.63296844816485 ,               27
Random       ,               5.0,   1100, CGG      ,        619,      1099,                      2519,            62.366922505570685,                    20.0,         16,         17646,                       1846,            45.70438227283981  , -673           ,   73.28304882890035 ,               33
Random       ,              10.0,   2201, CSG-f1   ,        869,      2196,                      2883,            71.37905422134192 ,                    20.0,         16,         17646,                       2920,            72.2951225550879   , 37             ,  101.28338536246966 ,               11
Random       ,              10.0,   2201, CSG-f2   ,        979,      2201,                      3095,            76.62787818767022 ,                    20.0,         16,         17646,                       3147,            77.91532557563754  , 52             ,  101.68012924071081 ,               17
Random       ,              10.0,   2201, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         16,         17646,                       3891,            96.3357266650161   , -148           ,   96.3357266650161  ,               42
Random       ,              20.0,   4402, CSG-f1   ,       1495,      4399,                      4012,            99.33151770240158 ,                    20.0,         16,         17646,                       4023,            99.60386234216391  , 11             ,  100.27417746759721 ,                6
Random       ,              20.0,   4402, CSG-f2   ,       1620,      4399,                      3963,            98.11834612527853 ,                    20.0,         16,         17646,                       3985,            98.66303540480317  , 22             ,  100.55513499873834 ,                5
Random       ,              20.0,   4402, CGG      ,        926,      2011,                      4039,           100.0              ,                    20.0,         16,         17646,                       3891,            96.3357266650161   , -148           ,   96.3357266650161  ,               42
Degree       ,               1.0,    892, CSG-f1   ,        117,       888,                       158,             3.911859371131468,                    20.0,         16,         17646,                        195,             4.827927704877445 , 37             ,  123.41772151898734 ,                7
Degree       ,               1.0,    892, CSG-f2   ,        209,       888,                       211,             5.224065362713543,                    20.0,         16,         17646,                        226,             5.5954444169348845, 15             ,  107.10900473933648 ,                2
Degree       ,               1.0,    892, CGG      ,        442,       891,                       555,            13.74102500618965 ,                    20.0,         16,         17646,                        545,            13.49343897004209  , -10            ,   98.1981981981982  ,               10
Degree       ,               2.0,   1784, CSG-f1   ,        177,      1766,                       368,             9.111166130230256,                    20.0,         16,         17646,                        389,             9.631096806140134 , 21             ,  105.70652173913044 ,                6
Degree       ,               2.0,   1784, CSG-f2   ,        261,      1781,                       264,             6.536271354295618,                    20.0,         16,         17646,                        279,             6.907650408516959 , 15             ,  105.68181818181819 ,                2
Degree       ,               2.0,   1784, CGG      ,        668,      1783,                       899,            22.25798464966576 ,                    20.0,         16,         17646,                        838,            20.747709829165636 , -61            ,   93.2146829810901  ,               10
Degree       ,               5.0,   4462, CSG-f1   ,        287,      4462,                       480,            11.884129735082942,                    20.0,         16,         17646,                        513,            12.701163654369893 , 33             ,  106.87500000000001 ,                6
Degree       ,               5.0,   4462, CSG-f2   ,        408,      4426,                       412,            10.200544689279525,                    20.0,         16,         17646,                        425,            10.522406536271355 , 13             ,  103.15533980582525 ,                2
Degree       ,               5.0,   4462, CGG      ,       1100,      4456,                      1411,            34.9343897004209  ,                    20.0,         16,         17646,                       1378,            34.117355781133945 , -33            ,   97.66123316796597 ,               10
Degree       ,              10.0,   8924, CSG-f1   ,        448,      8910,                       650,            16.093092349591483,                    20.0,         16,         17646,                        685,            16.959643476107946 , 35             ,  105.38461538461539 ,                6
Degree       ,              10.0,   8924, CSG-f2   ,        613,      8915,                       617,            15.276058430304532,                    20.0,         16,         17646,                        631,            15.622678880911117 , 14             ,  102.26904376012966 ,                2
Degree       ,              10.0,   8924, CGG      ,       1539,      8919,                      2405,            59.544441693488494,                    20.0,         16,         17646,                       2201,            54.49368655607824  , -204           ,   91.51767151767152 ,               16
Degree       ,              20.0,  17848, CSG-f1   ,        849,     17836,                      1853,            45.877692498143105,                    20.0,         16,         17646,                       1874,            46.39762317405298  , 21             ,  101.1332973556395  ,                6
Degree       ,              20.0,  17848, CSG-f2   ,       1075,     17802,                      1081,            26.764050507551374,                    20.0,         16,         17646,                       1095,            27.11067095815796  , 14             ,  101.29509713228492 ,                2
Degree       ,              20.0,  17848, CGG      ,       1982,     17817,                      3467,            85.83807873235949 ,                    20.0,         16,         17646,                       3272,            81.01015102748205  , -195           ,   94.37554081338332 ,               25
Random       ,               1.0,    220, CSG-f1   ,        146,       220,                       293,             7.254270859123546,                    20.0,         17,         17646,                        354,             8.76454567962367  , 61             ,  120.81911262798634 ,                5
Random       ,               1.0,    220, CSG-f2   ,        140,       219,                       224,             5.545927209705372,                    20.0,         17,         17646,                        265,             6.561029957910374 , 41             ,  118.30357142857142 ,                5
Random       ,               1.0,    220, CGG      ,        120,       220,                       588,            14.558058925476603,                    20.0,         17,         17646,                        537,            13.29537014112404  , -51            ,   91.3265306122449  ,                9
Random       ,               2.0,    440, CSG-f1   ,        252,       440,                       409,            10.126268878435257,                    20.0,         17,         17646,                        476,            11.785095320623917 , 67             ,  116.38141809290954 ,                5
Random       ,               2.0,    440, CSG-f2   ,        244,       438,                       366,             9.061648923000742,                    20.0,         17,         17646,                        424,            10.497647932656598 , 58             ,  115.84699453551912 ,                5
